repo,prefix,status,rust_signal,description,top_level
platform/external/perf_data_converter,platform,ok,,"Introduction The perf_to_profile binary can be used to turn a perf.data file, which is generated by the linux profiler, perf, into a profile.proto file which can be visualized using the tool pprof. For details on pprof, see https://github.com/google/pprof THIS IS NOT AN OFFICIAL GOOGLE PRODUCT Prerequisites: Protocol buffers: http://github.com/google/protobuf Google Test: http://github.com/google/googletest Compilation: To install all dependences and build the binary, run the following commands. These were tested on Debian GNU/Linux 8 (jessie): sudo apt-get -y install autoconf automake g++ git libelf-dev libssl-dev libtool make pkg-config git clone --recursive https://github.com/google/perf_data_converter.git cd perf_data_converter/src make perf_to_profile If you already have protocol buffers and googletest installed on your system, you can compile using your local packages with the following commands: sudo apt-get -y install autoconf automake g++ git libelf-dev libssl-dev libtool make","[{""type"": ""dir"", ""name"": ""src""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".travis.yml""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""CONTRIBUTING""}, {""type"": ""file"", ""name"": ""CONTRIBUTORS""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}]"
platform/external/perfetto,platform,ok,androidbp,"Perfetto - System profiling, app tracing and trace analysis Perfetto is a production-grade open-source stack for performance instrumentation and trace analysis. It offers services and libraries and for recording system-level and app-level traces, native + java heap profiling, a library for analyzing traces using SQL and a web-based UI to visualize and explore multi-GB traces. See https://perfetto.dev/docs or the /docs/ directory for documentation.","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""bazel""}, {""type"": ""dir"", ""name"": ""build_overrides""}, {""type"": ""dir"", ""name"": ""buildtools""}, {""type"": ""dir"", ""name"": ""debian""}, {""type"": ""dir"", ""name"": ""docs""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""gn""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""infra""}, {""type"": ""dir"", ""name"": ""protos""}, {""type"": ""dir"", ""name"": ""python""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""dir"", ""name"": ""third_party""}, {""type"": ""dir"", ""name"": ""tools""}, {""type"": ""dir"", ""name"": ""ui""}, {""type"": ""file"", ""name"": "".bazelignore""}, {""type"": ""file"", ""name"": "".bazelrc""}, {""type"": ""file"", ""name"": "".bazelversion""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".clang-tidy""}, {""type"": ""file"", ""name"": "".git-blame-ignore-revs""}, {""type"": ""file"", ""name"": "".gitattributes""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".gn""}, {""type"": ""file"", ""name"": "".style.yapf""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""Android.bp.extras""}, {""type"": ""file"", ""name"": ""BUILD""}, {""type"": ""file"", ""name"": ""BUILD.extras""}, {""type"": ""file"", ""name"": ""BUILD.gn""}, {""type"": ""file"", ""name"": ""CHANGELOG""}, {""type"": ""file"", ""name"": ""codereview.settings""}, {""type"": ""file"", ""name"": ""DIR_METADATA""}, {""type"": ""file"", ""name"": ""heapprofd.rc""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""meson.build""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE.bazel""}, {""type"": ""file"", ""name"": ""MODULE.bazel.lock""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""perfetto.rc""}, {""type"": ""file"", ""name"": ""perfetto_flags.aconfig""}, {""type"": ""file"", ""name"": ""PerfettoIntegrationTests.xml""}, {""type"": ""file"", ""name"": ""persistent_cfg.pbtxt""}, {""type"": ""file"", ""name"": ""PRESUBMIT.py""}, {""type"": ""file"", ""name"": ""README.chromium""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""traced_perf.rc""}, {""type"": ""file"", ""name"": ""WATCHLISTS""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/perfmark,platform,ok,,"PerfMark PerfMark is a low-overhead, manually-instrumented, tracing library for Java. Users can add the tracing function calls to their code to see how long each part takes. Features Very Low Overhead : When enabled, tracing a function call adds about 70ns . Tracing is done in a lock-free, wait-free, thread local buffer, which avoids interfering with your latency-sensitive code. Dynamically Enabled : PerfMark can be enabled or disabled at runtime. When disabled, PerfMark has zero overhead , taking advantage of the JIT compiler to remove the tracing. Inter-thread Communication : Existing profilers have difficulty expressing which thread wakes up and executes work on another thread. PerfMark allows users to express this relationship explicitly, making for a clear picture of how code flows. Small Library Size : The PerfMark tracing API is only 5 KB in size, and has minimal dependencies making it easy to include in other projects. If no backend for recording the trace is present, the libra","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""agent""}, {""type"": ""dir"", ""name"": ""api""}, {""type"": ""dir"", ""name"": ""buildscripts""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""gradle""}, {""type"": ""dir"", ""name"": ""impl""}, {""type"": ""dir"", ""name"": ""java15""}, {""type"": ""dir"", ""name"": ""java6""}, {""type"": ""dir"", ""name"": ""java7""}, {""type"": ""dir"", ""name"": ""java9""}, {""type"": ""dir"", ""name"": ""testing""}, {""type"": ""dir"", ""name"": ""traceviewer""}, {""type"": ""dir"", ""name"": ""tracewriter""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""build.gradle""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""gradlew""}, {""type"": ""file"", ""name"": ""gradlew.bat""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""settings.gradle""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/pffft,platform,ok,androidbp,"PFFFT: a pretty fast FFT and fast convolution with PFFASTCONV Brief Description Why does it exist? CMake History / Origin / Changes Comparison with other FFTs Dependencies / Required Linux packages Benchmarks and results Brief description: PFFFT does 1D Fast Fourier Transforms, of single precision real and complex vectors. It tries do it fast, it tries to be correct, and it tries to be small. Computations do take advantage of SSE1 instructions on x86 cpus, Altivec on powerpc cpus, and NEON on ARM cpus. The license is BSD-like. PFFFT is a fork of Julien Pommier's library on bitbucket with some changes and additions. PFFASTCONV does fast convolution (FIR filtering), of single precision real vectors, utilizing the PFFFT library. The license is BSD-like. PFDSP contains a few other signal processing functions. Currently, mixing and carrier generation functions are contained. It is work in progress - also the API! The fast convolution from PFFASTCONV might get merged into PFDSP. Why does it","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""bench""}, {""type"": ""dir"", ""name"": ""cmake""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""simd""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""bench_conv.cpp""}, {""type"": ""file"", ""name"": ""bench_mixers.cpp""}, {""type"": ""file"", ""name"": ""bench_pffft.c""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""cross_build_mingw32.sh""}, {""type"": ""file"", ""name"": ""cross_build_mingw64.sh""}, {""type"": ""file"", ""name"": ""fftpack.c""}, {""type"": ""file"", ""name"": ""fftpack.h""}, {""type"": ""file"", ""name"": ""fmv.h""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""LICENSE.txt""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""mingw-w32-i686.cmake""}, {""type"": ""file"", ""name"": ""mingw-w64-x64_64.cmake""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""papi_perf_counter.h""}, {""type"": ""file"", ""name"": ""pf_carrier.cpp""}, {""type"": ""file"", ""name"": ""pf_carrier.h""}, {""type"": ""file"", ""name"": ""pf_cic.cpp""}, {""type"": ""file"", ""name"": ""pf_cic.h""}, {""type"": ""file"", ""name"": ""pf_conv.cpp""}, {""type"": ""file"", ""name"": ""pf_conv.h""}, {""type"": ""file"", ""name"": ""pf_conv_dispatcher.cpp""}, {""type"": ""file"", ""name"": ""pf_conv_dispatcher.h""}, {""type"": ""file"", ""name"": ""pf_cplx.h""}, {""type"": ""file"", ""name"": ""pf_mixer.cpp""}, {""type"": ""file"", ""name"": ""pf_mixer.h""}, {""type"": ""file"", ""name"": ""pffastconv.c""}, {""type"": ""file"", ""name"": ""pffastconv.h""}, {""type"": ""file"", ""name"": ""pffft.c""}, {""type"": ""file"", ""name"": ""pffft.h""}, {""type"": ""file"", ""name"": ""pffft.hpp""}, {""type"": ""file"", ""name"": ""pffft_common.c""}, {""type"": ""file"", ""name"": ""pffft_double.c""}, {""type"": ""file"", ""name"": ""pffft_double.h""}, {""type"": ""file"", ""name"": ""pffft_priv_impl.h""}, {""type"": ""file"", ""name"": ""plots.sh""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""sse2neon.h""}, {""type"": ""file"", ""name"": ""test_fft_factors.c""}, {""type"": ""file"", ""name"": ""test_pffastconv.c""}, {""type"": ""file"", ""name"": ""test_pffft.c""}, {""type"": ""file"", ""name"": ""test_pffft.cpp""}, {""type"": ""file"", ""name"": ""uninstall.cmake""}, {""type"": ""file"", ""name"": ""use_gcc8.inc""}]"
platform/external/piex,platform,ok,androidbp,b/26535406,"[{""type"": ""dir"", ""name"": ""src""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""internal_include_do_not_delete.gypi""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""piex.gyp""}, {""type"": ""file"", ""name"": ""README""}]"
platform/external/pigweed,platform,ok,androidbp,"Pigweed Pigweed is an open source collection of embedded-targeted libraries–or as we like to call them, modules. These modules are building blocks and infrastructure that enable faster and more reliable development on small-footprint MMU-less 32-bit microcontrollers like the STMicroelectronics STM32L452 or the Nordic nRF52832. For more information please see our website: https://pigweed.dev/ . Links Documentation Source Code Code Reviews Mailing List Chat Room Issue Tracker","[{""type"": ""dir"", ""name"": "".allstar""}, {""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": "".vscode""}, {""type"": ""dir"", ""name"": ""build_overrides""}, {""type"": ""dir"", ""name"": ""docker""}, {""type"": ""dir"", ""name"": ""docs""}, {""type"": ""dir"", ""name"": ""kudzu""}, {""type"": ""dir"", ""name"": ""pw_alignment""}, {""type"": ""dir"", ""name"": ""pw_allocator""}, {""type"": ""dir"", ""name"": ""pw_analog""}, {""type"": ""dir"", ""name"": ""pw_android_toolchain""}, {""type"": ""dir"", ""name"": ""pw_arduino_build""}, {""type"": ""dir"", ""name"": ""pw_assert""}, {""type"": ""dir"", ""name"": ""pw_assert_basic""}, {""type"": ""dir"", ""name"": ""pw_assert_fuchsia""}, {""type"": ""dir"", ""name"": ""pw_assert_log""}, {""type"": ""dir"", ""name"": ""pw_assert_tokenized""}, {""type"": ""dir"", ""name"": ""pw_assert_trap""}, {""type"": ""dir"", ""name"": ""pw_assert_zephyr""}, {""type"": ""dir"", ""name"": ""pw_async""}, {""type"": ""dir"", ""name"": ""pw_async2""}, {""type"": ""dir"", ""name"": ""pw_async2_basic""}, {""type"": ""dir"", ""name"": ""pw_async2_epoll""}, {""type"": ""dir"", ""name"": ""pw_async_basic""}, {""type"": ""dir"", ""name"": ""pw_async_fuchsia""}, {""type"": ""dir"", ""name"": ""pw_base64""}, {""type"": ""dir"", ""name"": ""pw_bloat""}, {""type"": ""dir"", ""name"": ""pw_blob_store""}, {""type"": ""dir"", ""name"": ""pw_bluetooth""}, {""type"": ""dir"", ""name"": ""pw_bluetooth_hci""}, {""type"": ""dir"", ""name"": ""pw_bluetooth_profiles""}, {""type"": ""dir"", ""name"": ""pw_bluetooth_proxy""}, {""type"": ""dir"", ""name"": ""pw_bluetooth_sapphire""}, {""type"": ""dir"", ""name"": ""pw_boot""}, {""type"": ""dir"", ""name"": ""pw_boot_cortex_m""}, {""type"": ""dir"", ""name"": ""pw_build""}, {""type"": ""dir"", ""name"": ""pw_build_android""}, {""type"": ""dir"", ""name"": ""pw_build_info""}, {""type"": ""dir"", ""name"": ""pw_build_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_bytes""}, {""type"": ""dir"", ""name"": ""pw_channel""}, {""type"": ""dir"", ""name"": ""pw_checksum""}, {""type"": ""dir"", ""name"": ""pw_chre""}, {""type"": ""dir"", ""name"": ""pw_chrono""}, {""type"": ""dir"", ""name"": ""pw_chrono_embos""}, {""type"": ""dir"", ""name"": ""pw_chrono_freertos""}, {""type"": ""dir"", ""name"": ""pw_chrono_rp2040""}, {""type"": ""dir"", ""name"": ""pw_chrono_stl""}, {""type"": ""dir"", ""name"": ""pw_chrono_threadx""}, {""type"": ""dir"", ""name"": ""pw_chrono_zephyr""}, {""type"": ""dir"", ""name"": ""pw_cli""}, {""type"": ""dir"", ""name"": ""pw_cli_analytics""}, {""type"": ""dir"", ""name"": ""pw_clock_tree""}, {""type"": ""dir"", ""name"": ""pw_clock_tree_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_compilation_testing""}, {""type"": ""dir"", ""name"": ""pw_config_loader""}, {""type"": ""dir"", ""name"": ""pw_console""}, {""type"": ""dir"", ""name"": ""pw_containers""}, {""type"": ""dir"", ""name"": ""pw_cpu_exception""}, {""type"": ""dir"", ""name"": ""pw_cpu_exception_cortex_m""}, {""type"": ""dir"", ""name"": ""pw_cpu_exception_risc_v""}, {""type"": ""dir"", ""name"": ""pw_crypto""}, {""type"": ""dir"", ""name"": ""pw_digital_io""}, {""type"": ""dir"", ""name"": ""pw_digital_io_linux""}, {""type"": ""dir"", ""name"": ""pw_digital_io_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_digital_io_rp2040""}, {""type"": ""dir"", ""name"": ""pw_display""}, {""type"": ""dir"", ""name"": ""pw_dma_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_docgen""}, {""type"": ""dir"", ""name"": ""pw_doctor""}, {""type"": ""dir"", ""name"": ""pw_elf""}, {""type"": ""dir"", ""name"": ""pw_emu""}, {""type"": ""dir"", ""name"": ""pw_env_setup""}, {""type"": ""dir"", ""name"": ""pw_env_setup_zephyr""}, {""type"": ""dir"", ""name"": ""pw_file""}, {""type"": ""dir"", ""name"": ""pw_format""}, {""type"": ""dir"", ""name"": ""pw_function""}, {""type"": ""dir"", ""name"": ""pw_fuzzer""}, {""type"": ""dir"", ""name"": ""pw_grpc""}, {""type"": ""dir"", ""name"": ""pw_hdlc""}, {""type"": ""dir"", ""name"": ""pw_hex_dump""}, {""type"": ""dir"", ""name"": ""pw_i2c""}, {""type"": ""dir"", ""name"": ""pw_i2c_linux""}, {""type"": ""dir"", ""name"": ""pw_i2c_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_i2c_rp2040""}, {""type"": ""dir"", ""name"": ""pw_ide""}, {""type"": ""dir"", ""name"": ""pw_interrupt""}, {""type"": ""dir"", ""name"": ""pw_interrupt_cortex_m""}, {""type"": ""dir"", ""name"": ""pw_interrupt_xtensa""}, {""type"": ""dir"", ""name"": ""pw_interrupt_zephyr""}, {""type"": ""dir"", ""name"": ""pw_intrusive_ptr""}, {""type"": ""dir"", ""name"": ""pw_json""}, {""type"": ""dir"", ""name"": ""pw_kvs""}, {""type"": ""dir"", ""name"": ""pw_libc""}, {""type"": ""dir"", ""name"": ""pw_libcxx""}, {""type"": ""dir"", ""name"": ""pw_log""}, {""type"": ""dir"", ""name"": ""pw_log_android""}, {""type"": ""dir"", ""name"": ""pw_log_basic""}, {""type"": ""dir"", ""name"": ""pw_log_fuchsia""}, {""type"": ""dir"", ""name"": ""pw_log_null""}, {""type"": ""dir"", ""name"": ""pw_log_rpc""}, {""type"": ""dir"", ""name"": ""pw_log_string""}, {""type"": ""dir"", ""name"": ""pw_log_tokenized""}, {""type"": ""dir"", ""name"": ""pw_log_zephyr""}, {""type"": ""dir"", ""name"": ""pw_malloc""}, {""type"": ""dir"", ""name"": ""pw_malloc_freelist""}, {""type"": ""dir"", ""name"": ""pw_malloc_freertos""}, {""type"": ""dir"", ""name"": ""pw_metric""}, {""type"": ""dir"", ""name"": ""pw_minimal_cpp_stdlib""}, {""type"": ""dir"", ""name"": ""pw_module""}, {""type"": ""dir"", ""name"": ""pw_multibuf""}, {""type"": ""dir"", ""name"": ""pw_multisink""}, {""type"": ""dir"", ""name"": ""pw_numeric""}, {""type"": ""dir"", ""name"": ""pw_package""}, {""type"": ""dir"", ""name"": ""pw_perf_test""}, {""type"": ""dir"", ""name"": ""pw_persistent_ram""}, {""type"": ""dir"", ""name"": ""pw_polyfill""}, {""type"": ""dir"", ""name"": ""pw_preprocessor""}, {""type"": ""dir"", ""name"": ""pw_presubmit""}, {""type"": ""dir"", ""name"": ""pw_protobuf""}, {""type"": ""dir"", ""name"": ""pw_protobuf_compiler""}, {""type"": ""dir"", ""name"": ""pw_random""}, {""type"": ""dir"", ""name"": ""pw_random_fuchsia""}, {""type"": ""dir"", ""name"": ""pw_result""}, {""type"": ""dir"", ""name"": ""pw_ring_buffer""}, {""type"": ""dir"", ""name"": ""pw_router""}, {""type"": ""dir"", ""name"": ""pw_rpc""}, {""type"": ""dir"", ""name"": ""pw_rpc_transport""}, {""type"": ""dir"", ""name"": ""pw_rust""}, {""type"": ""dir"", ""name"": ""pw_sensor""}, {""type"": ""dir"", ""name"": ""pw_snapshot""}, {""type"": ""dir"", ""name"": ""pw_software_update""}, {""type"": ""dir"", ""name"": ""pw_span""}, {""type"": ""dir"", ""name"": ""pw_spi""}, {""type"": ""dir"", ""name"": ""pw_spi_linux""}, {""type"": ""dir"", ""name"": ""pw_spi_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_spi_rp2040""}, {""type"": ""dir"", ""name"": ""pw_status""}, {""type"": ""dir"", ""name"": ""pw_stm32cube_build""}, {""type"": ""dir"", ""name"": ""pw_stream""}, {""type"": ""dir"", ""name"": ""pw_stream_shmem_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_stream_uart_linux""}, {""type"": ""dir"", ""name"": ""pw_stream_uart_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_string""}, {""type"": ""dir"", ""name"": ""pw_symbolizer""}, {""type"": ""dir"", ""name"": ""pw_sync""}, {""type"": ""dir"", ""name"": ""pw_sync_baremetal""}, {""type"": ""dir"", ""name"": ""pw_sync_embos""}, {""type"": ""dir"", ""name"": ""pw_sync_freertos""}, {""type"": ""dir"", ""name"": ""pw_sync_stl""}, {""type"": ""dir"", ""name"": ""pw_sync_threadx""}, {""type"": ""dir"", ""name"": ""pw_sync_zephyr""}, {""type"": ""dir"", ""name"": ""pw_sys_io""}, {""type"": ""dir"", ""name"": ""pw_sys_io_ambiq_sdk""}, {""type"": ""dir"", ""name"": ""pw_sys_io_arduino""}, {""type"": ""dir"", ""name"": ""pw_sys_io_baremetal_lm3s6965evb""}, {""type"": ""dir"", ""name"": ""pw_sys_io_baremetal_stm32f429""}, {""type"": ""dir"", ""name"": ""pw_sys_io_emcraft_sf2""}, {""type"": ""dir"", ""name"": ""pw_sys_io_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_sys_io_rp2040""}, {""type"": ""dir"", ""name"": ""pw_sys_io_stdio""}, {""type"": ""dir"", ""name"": ""pw_sys_io_stm32cube""}, {""type"": ""dir"", ""name"": ""pw_sys_io_zephyr""}, {""type"": ""dir"", ""name"": ""pw_system""}, {""type"": ""dir"", ""name"": ""pw_target_runner""}, {""type"": ""dir"", ""name"": ""pw_thread""}, {""type"": ""dir"", ""name"": ""pw_thread_embos""}, {""type"": ""dir"", ""name"": ""pw_thread_freertos""}, {""type"": ""dir"", ""name"": ""pw_thread_stl""}, {""type"": ""dir"", ""name"": ""pw_thread_threadx""}, {""type"": ""dir"", ""name"": ""pw_thread_zephyr""}, {""type"": ""dir"", ""name"": ""pw_tls_client""}, {""type"": ""dir"", ""name"": ""pw_tls_client_boringssl""}, {""type"": ""dir"", ""name"": ""pw_tls_client_mbedtls""}, {""type"": ""dir"", ""name"": ""pw_tokenizer""}, {""type"": ""dir"", ""name"": ""pw_toolchain""}, {""type"": ""dir"", ""name"": ""pw_toolchain_bazel""}, {""type"": ""dir"", ""name"": ""pw_trace""}, {""type"": ""dir"", ""name"": ""pw_trace_tokenized""}, {""type"": ""dir"", ""name"": ""pw_transfer""}, {""type"": ""dir"", ""name"": ""pw_uart""}, {""type"": ""dir"", ""name"": ""pw_uart_mcuxpresso""}, {""type"": ""dir"", ""name"": ""pw_unit_test""}, {""type"": ""dir"", ""name"": ""pw_unit_test_zephyr""}, {""type"": ""dir"", ""name"": ""pw_varint""}, {""type"": ""dir"", ""name"": ""pw_watch""}, {""type"": ""dir"", ""name"": ""pw_web""}, {""type"": ""dir"", ""name"": ""pw_work_queue""}, {""type"": ""dir"", ""name"": ""seed""}, {""type"": ""dir"", ""name"": ""targets""}, {""type"": ""dir"", ""name"": ""third_party""}, {""type"": ""dir"", ""name"": ""ts""}, {""type"": ""dir"", ""name"": ""zephyr""}, {""type"": ""file"", ""name"": "".dockerignore""}, {""type"": ""file"", ""name"": ""activate.fish""}, {""type"": ""file"", ""name"": ""activate.sh""}, {""type"": ""file"", ""name"": "".bazelignore""}, {""type"": ""file"", ""name"": "".bazelrc""}, {""type"": ""file"", ""name"": "".bazelversion""}, {""type"": ""file"", ""name"": "".black.toml""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".clang-tidy""}, {""type"": ""file"", ""name"": "".eslintrc.cjs""}, {""type"": ""file"", ""name"": "".git-blame-ignore-revs""}, {""type"": ""file"", ""name"": "".gitattributes""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".gn""}, {""type"": ""file"", ""name"": "".mypy.ini""}, {""type"": ""file"", ""name"": "".prettierignore""}, {""type"": ""file"", ""name"": "".prettierrc.cjs""}, {""type"": ""file"", ""name"": "".pw_ide.yaml""}, {""type"": ""file"", ""name"": "".pylintrc""}, {""type"": ""file"", ""name"": "".ruff.toml""}, {""type"": ""file"", ""name"": ""activate.bat""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""bootstrap.bat""}, {""type"": ""file"", ""name"": ""bootstrap.fish""}, {""type"": ""file"", ""name"": ""bootstrap.sh""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""BUILD.gn""}, {""type"": ""file"", ""name"": ""BUILDCONFIG.gn""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""go.mod""}, {""type"": ""file"", ""name"": ""go.sum""}, {""type"": ""file"", ""name"": ""jest.config.ts""}, {""type"": ""file"", ""name"": ""Kconfig.zephyr""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE.bazel""}, {""type"": ""file"", ""name"": ""MODULE.bazel.lock""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""modules.gni""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""package-lock.json""}, {""type"": ""file"", ""name"": ""package.json""}, {""type"": ""file"", ""name"": ""pigweed.json""}, {""type"": ""file"", ""name"": ""PIGWEED_MODULES""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""rollup-protos.config.js""}, {""type"": ""file"", ""name"": ""rollup.config.js""}, {""type"": ""file"", ""name"": ""tsconfig.json""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/pigz,platform,ok,,Bug: 316037781,"[{""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_ZLIB""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""pigz.1""}, {""type"": ""file"", ""name"": ""pigz.c""}, {""type"": ""file"", ""name"": ""pigz.pdf""}, {""type"": ""file"", ""name"": ""pigz.spec""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""try.c""}, {""type"": ""file"", ""name"": ""try.h""}, {""type"": ""file"", ""name"": ""yarn.c""}, {""type"": ""file"", ""name"": ""yarn.h""}]"
platform/external/ping,platform,empty_ok,,,[]
platform/external/ping6,platform,empty_ok,,,[]
platform/external/pixman,platform,ok,,,"[{""type"": ""dir"", ""name"": ""demos""}, {""type"": ""dir"", ""name"": ""pixman""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": ""aclocal.m4""}, {""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""ChangeLog""}, {""type"": ""file"", ""name"": ""config.guess""}, {""type"": ""file"", ""name"": ""config.h.in""}, {""type"": ""file"", ""name"": ""config.sub""}, {""type"": ""file"", ""name"": ""configure""}, {""type"": ""file"", ""name"": ""configure.ac""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""depcomp""}, {""type"": ""file"", ""name"": ""INSTALL""}, {""type"": ""file"", ""name"": ""install-sh""}, {""type"": ""file"", ""name"": ""ltmain.sh""}, {""type"": ""file"", ""name"": ""Makefile.am""}, {""type"": ""file"", ""name"": ""Makefile.in""}, {""type"": ""file"", ""name"": ""Makefile.win32""}, {""type"": ""file"", ""name"": ""Makefile.win32.common""}, {""type"": ""file"", ""name"": ""missing""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_MIT""}, {""type"": ""file"", ""name"": ""NEWS""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""pixman-1-uninstalled.pc.in""}, {""type"": ""file"", ""name"": ""pixman-1.pc.in""}, {""type"": ""file"", ""name"": ""README""}]"
platform/external/pkg-config,platform,empty_ok,,Bug: 288885572,[]
platform/external/ply,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""ply""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.google""}]"
